#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
3001,Clearbanc,Toronto,Canada,North America,17,2020-04-13 00:00:00 UTC,8,213,196,Finance,Series B,$119,2020,43.70643,-79.39864
3003,Frontdesk,Milwaukee,USA,North America,35,2020-04-10 00:00:00 UTC,16,219,184,Travel,Unknown,$3,2020,43.0389,-87.90647
3006,NuoDB,Boston,USA,North America,20,2020-04-10 00:00:00 UTC,29,69,49,Data,Unknown,$85,2020,42.35843,-71.05977
3007,Rhumbix,San Francisco Bay Area,USA,North America,16,2020-04-10 00:00:00 UTC,27,59,43,Construction,Series B,$35,2020,37.77493,-122.41942
3008,Atsu,Seattle,USA,North America,6,2020-04-10 00:00:00 UTC,100,6,0,Infrastructure,Unknown,$1,2020,47.60621,-122.33207
3011,Yelp,San Francisco Bay Area,USA,North America,1000,2020-04-09 00:00:00 UTC,17,5882,4882,Consumer,Post-IPO,$56,2020,37.77493,-122.41942
3013,OneTrust,Atlanta,USA,North America,150,2020-04-09 00:00:00 UTC,10,1500,1350,Legal,Series B,$410,2020,33.749,-84.38798
3014,Omie,Sao Paulo,Brazil,South America,136,2020-04-09 00:00:00 UTC,31,439,303,Finance,Series B,$26,2020,-23.5475,-46.63611
3015,Domo,Salt Lake City,USA,North America,90,2020-04-09 00:00:00 UTC,10,900,810,Data,Post-IPO,$689,2020,40.76078,-111.89105
3016,Matterport,San Francisco Bay Area,USA,North America,90,2020-04-09 00:00:00 UTC,34,265,175,Data,Series D,$114,2020,37.36883,-122.03635
3017,Clinc,Ann Arbor,USA,North America,40,2020-04-09 00:00:00 UTC,32,125,85,Support,Series B,$59,2020,42.27756,-83.74088
3018,Mejuri,Toronto,Canada,North America,36,2020-04-09 00:00:00 UTC,15,240,204,Retail,Series B,$28,2020,43.70643,-79.39864
3019,Code42,Minneapolis,USA,North America,25,2020-04-09 00:00:00 UTC,5,500,475,Data,Series B,$138,2020,44.97997,-93.26384
3021,LoopMe,London,United Kingdom,Europe,8,2020-04-09 00:00:00 UTC,4,200,192,Marketing,Unknown,$32,2020,51.50853,-0.12574
3025,Eventbrite,San Francisco Bay Area,USA,North America,500,2020-04-08 00:00:00 UTC,45,1111,611,Consumer,Post-IPO,$332,2020,37.77493,-122.41942
3026,Meesho,Bengaluru,India,Asia,200,2020-04-08 00:00:00 UTC,28,714,514,Retail,Series D,$215,2020,12.97194,77.59369
3027,Scoop,San Francisco Bay Area,USA,North America,92,2020-04-08 00:00:00 UTC,33,279,187,Transportation,Series C,$95,2020,37.87159,-122.27275
3028,Unison,San Francisco Bay Area,USA,North America,89,2020-04-08 00:00:00 UTC,45,198,109,Finance,Series B,$40,2020,37.77493,-122.41942
3029,Lever,San Francisco Bay Area,USA,North America,86,2020-04-08 00:00:00 UTC,40,215,129,Recruiting,Series C,$72,2020,37.77493,-122.41942
3030,Unbabel,Lisbon,Portugal,Europe,80,2020-04-08 00:00:00 UTC,35,229,149,Support,Series C,$91,2020,38.71667,-9.13333
3031,Button,New York City,USA,North America,48,2020-04-08 00:00:00 UTC,35,137,89,Marketing,Series C,$64,2020,40.71427,-74.00597
3032,Eden / Managed …,New York City,USA,North America,40,2020-04-08 00:00:00 UTC,40,100,60,Real Estate,Series B,$40,2020,40.71427,-74.00597
3033,Quantcast,San Francisco Bay Area,USA,North America,30,2020-04-08 00:00:00 UTC,5,600,570,Marketing,Series C,$65,2020,37.77493,-122.41942
3035,VideoAmp,Los Angeles,USA,North America,21,2020-04-08 00:00:00 UTC,10,210,189,Marketing,Series C,$106,2020,34.05223,-118.24368
3036,Kenoby,Sao Paulo,Brazil,South America,18,2020-04-08 00:00:00 UTC,16,113,95,Recruiting,Unknown,$23,2020,-23.5475,-46.63611
3038,GetNinjas,Sao Paulo,Brazil,South America,11,2020-04-08 00:00:00 UTC,10,110,99,Consumer,Series B,$16,2020,-23.5475,-46.63611
3039,Spyce,Boston,USA,North America,4,2020-04-08 00:00:00 UTC,12,33,29,Food,Series A,$26,2020,42.35843,-71.05977
3046,Toast,Boston,USA,North America,1300,2020-04-07 00:00:00 UTC,50,2600,1300,Food,Series F,$902,2020,42.35843,-71.05977
3047,ezCater,Boston,USA,North America,400,2020-04-07 00:00:00 UTC,44,909,509,Food,Series D,$319,2020,42.35843,-71.05977
3048,Sage Therapeutics,Boston,USA,North America,340,2020-04-07 00:00:00 UTC,53,642,302,Healthcare,Post-IPO,$438,2020,42.35843,-71.05977
3049,Redfin,Seattle,USA,North America,236,2020-04-07 00:00:00 UTC,7,3371,3135,Real Estate,Post-IPO,$319,2020,47.60621,-122.33207
3050,Branch Metrics,San Francisco Bay Area,USA,North America,100,2020-04-07 00:00:00 UTC,20,500,400,Marketing,Series E,$367,2020,37.44188,-122.14302
3052,Ibotta,Denver,USA,North America,87,2020-04-07 00:00:00 UTC,15,580,493,Retail,Series D,$85,2020,39.73915,-104.9847
3054,Away,New York City,USA,North America,60,2020-04-07 00:00:00 UTC,10,600,540,Retail,Series D,$181,2020,40.71427,-74.00597
3055,MediaMath,New York City,USA,North America,53,2020-04-07 00:00:00 UTC,8,663,610,Marketing,Private Equity …,$607,2020,40.71427,-74.00597
3056,Group Nine Media,New York City,USA,North America,50,2020-04-07 00:00:00 UTC,7,714,664,Media,Unknown,$190,2020,40.71427,-74.00597
3061,Metromile,San Francisco Bay Area,USA,North America,100,2020-04-06 00:00:00 UTC,33,303,203,Finance,Series E,$293,2020,37.77493,-122.41942
3062,Rock Content,Belo Horizonte,Brazil,South America,100,2020-04-06 00:00:00 UTC,20,500,400,Marketing,Series A,$1,2020,-19.92083,-43.93778
3063,BounceX,New York City,USA,North America,77,2020-04-06 00:00:00 UTC,20,385,308,Marketing,Series B,$75,2020,40.71427,-74.00597
3065,Wordstream,Boston,USA,North America,26,2020-04-06 00:00:00 UTC,10,260,234,Marketing,Acquired,$28,2020,42.35843,-71.05977
3066,Cogito,Boston,USA,North America,24,2020-04-06 00:00:00 UTC,14,171,147,Support,Series C,$92,2020,42.35843,-71.05977
3067,BusBud,Montreal,Canada,North America,23,2020-04-06 00:00:00 UTC,32,72,49,Transportation,Series B,$21,2020,45.50884,-73.58781
3068,Borrowell,Toronto,Canada,North America,15,2020-04-06 00:00:00 UTC,20,75,60,Finance,Series B,$72,2020,43.70643,-79.39864
3069,PerkSpot,Chicago,USA,North America,10,2020-04-06 00:00:00 UTC,10,100,90,HR,Private Equity …,$50,2020,41.85003,-87.65005
3073,Astra,San Francisco Bay Area,USA,North America,40,2020-04-05 00:00:00 UTC,25,160,120,Aerospace,Unknown,$100,2020,37.77099,-122.26087
3074,Iflix,Kuala Lumpur,Malaysia,Asia,50,2020-04-04 00:00:00 UTC,12,417,367,Consumer,Unknown,$348,2020,3.1412,101.68653
3075,Gympass,Sao Paulo,Brazil,South America,467,2020-04-03 00:00:00 UTC,33,1415,948,Fitness,Series D,$300,2020,-23.5475,-46.63611
3076,Sojern,San Francisco Bay Area,USA,North America,300,2020-04-03 00:00:00 UTC,50,600,300,Marketing,Series D,$162,2020,37.77493,-122.41942
3078,Minted,San Francisco Bay Area,USA,North America,147,2020-04-03 00:00:00 UTC,37,397,250,Retail,Series E,$297,2020,37.77493,-122.41942
3082,Arrive Logistics,Austin,USA,North America,75,2020-04-03 00:00:00 UTC,7,1071,996,Logistics,Series B,$35,2020,30.26715,-97.74306
3083,Salsify,Boston,USA,North America,60,2020-04-03 00:00:00 UTC,13,462,402,Retail,Series D,$97,2020,42.35843,-71.05977
3084,Jetty,New York City,USA,North America,35,2020-04-03 00:00:00 UTC,40,88,53,Finance,Series B,$40,2020,40.71427,-74.00597
3085,D2iQ,San Francisco Bay Area,USA,North America,34,2020-04-03 00:00:00 UTC,13,262,228,Infrastructure,Series D,$247,2020,37.77493,-122.41942
3086,Bustle Digital Group,New York City,USA,North America,24,2020-04-03 00:00:00 UTC,8,300,276,Media,Series E,$80,2020,40.71427,-74.00597
3088,Opencare,Toronto,Canada,North America,18,2020-04-03 00:00:00 UTC,25,72,54,Healthcare,Series A,$24,2020,43.70643,-79.39864
3100,MindBody,San Luis Obispo,USA,North America,700,2020-04-02 00:00:00 UTC,35,2000,1300,Fitness,Post-IPO,$114,2020,35.28275,-120.65962
3101,Katerra,San Francisco Bay Area,USA,North America,240,2020-04-02 00:00:00 UTC,3,8000,7760,Construction,Series D,$1200,2020,37.45383,-122.18219
3102,Ritual,Toronto,Canada,North America,196,2020-04-02 00:00:00 UTC,54,363,167,Food,Series C,$112,2020,43.70643,-79.39864
3103,ClassPass,New York City,USA,North America,154,2020-04-02 00:00:00 UTC,22,700,546,Fitness,Series E,$549,2020,40.71427,-74.00597
3104,eGym,Munich,Germany,Europe,100,2020-04-02 00:00:00 UTC,25,400,300,Fitness,Series D,$109,2020,48.13743,11.57549
3106,Industrious,New York City,USA,North America,90,2020-04-02 00:00:00 UTC,20,450,360,Real Estate,Series D,$222,2020,40.71427,-74.00597
3107,1stdibs,New York City,USA,North America,70,2020-04-02 00:00:00 UTC,17,412,342,Retail,Series D,$253,2020,40.71427,-74.00597
3108,ThirdLove,San Francisco Bay Area,USA,North America,65,2020-04-02 00:00:00 UTC,30,217,152,Retail,Series B,$68,2020,37.77493,-122.41942
3110,The Predictive Investment,Boston,USA,North America,59,2020-04-02 00:00:00 UTC,25,236,177,HR,Acquired,$65,2020,42.35843,-71.05977
3112,Jobcase,Boston,USA,North America,39,2020-04-02 00:00:00 UTC,20,195,156,Recruiting,Private Equity …,$118,2020,42.35843,-71.05977
3114,Dynamic Signal,San Francisco Bay Area,USA,North America,35,2020-04-02 00:00:00 UTC,19,184,149,HR,Series E,$114,2020,37.63049,-122.41108
3116,Sauce Labs,San Francisco Bay Area,USA,North America,30,2020-04-02 00:00:00 UTC,15,200,170,Infrastructure,Unknown,$151,2020,37.77493,-122.41942
3118,TripleLift,New York City,USA,North America,23,2020-04-02 00:00:00 UTC,7,329,306,Marketing,Series B,$16,2020,40.71427,-74.00597
3119,Coding Dojo,Seattle,USA,North America,7,2020-04-02 00:00:00 UTC,7,100,93,Education,Unknown,$2,2020,47.60621,-122.33207
3120,Instamojo,Bengaluru,India,Asia,6,2020-04-02 00:00:00 UTC,6,100,94,Finance,Unknown,$8,2020,12.97194,77.59369
3121,Synergysuite,Salt Lake City,USA,North America,5,2020-04-02 00:00:00 UTC,7,71,66,Food,Series A,$6,2020,40.76078,-111.89105
3129,PatientPop,Los Angeles,USA,North America,100,2020-04-01 00:00:00 UTC,20,500,400,Healthcare,Series B,$75,2020,34.05223,-118.24368
3130,Showpad,Chicago,USA,North America,52,2020-04-01 00:00:00 UTC,12,433,381,Marketing,Series D,$159,2020,41.85003,-87.65005
3131,Highsnobiety,Berlin,Germany,Europe,51,2020-04-01 00:00:00 UTC,25,204,153,Media,Series A,$9,2020,52.52437,13.41053
3132,Earnin,San Francisco Bay Area,USA,North America,50,2020-04-01 00:00:00 UTC,20,250,200,Finance,Series C,$190,2020,37.44188,-122.14302
3133,Wonolo,San Francisco Bay Area,USA,North America,46,2020-04-01 00:00:00 UTC,13,354,308,Recruiting,Series C,$52,2020,37.77493,-122.41942
3134,Acko,Mumbai,India,Asia,45,2020-04-01 00:00:00 UTC,9,500,455,Finance,Unknown,$143,2020,19.07283,72.88261
3136,Aqua Security,Tel Aviv,Israel,Asia,24,2020-04-01 00:00:00 UTC,9,267,243,Security,Series C,$100,2020,32.08088,34.78057
3137,Crayon,Boston,USA,North America,20,2020-04-01 00:00:00 UTC,20,100,80,Marketing,Series A,$16,2020,42.35843,-71.05977
3139,Sensibill,Toronto,Canada,North America,17,2020-04-01 00:00:00 UTC,20,85,68,Finance,Series B,$50,2020,43.70643,-79.39864
3140,Usermind,Seattle,USA,North America,15,2020-04-01 00:00:00 UTC,25,60,45,Marketing,Series C,$46,2020,47.60621,-122.33207
3141,Incredible Health,San Francisco Bay Area,USA,North America,9,2020-04-01 00:00:00 UTC,40,23,14,Healthcare,Series A,$15,2020,37.77493,-122.41942
3148,KeepTruckin,San Francisco Bay Area,USA,North America,349,2020-03-31 00:00:00 UTC,18,1939,1590,Logistics,Series D,$227,2020,37.77493,-122.41942
3149,AdRoll,Salt Lake City,USA,North America,210,2020-03-31 00:00:00 UTC,30,700,490,Marketing,Series C,$89,2020,40.76078,-111.89105
3150,Rover,Seattle,USA,North America,194,2020-03-31 00:00:00 UTC,41,473,279,Consumer,Series G,$310,2020,47.60621,-122.33207
3151,Turo,San Francisco Bay Area,USA,North America,108,2020-03-31 00:00:00 UTC,30,360,252,Transportation,Series E,$467,2020,37.77493,-122.41942
3152,uShip,Austin,USA,North America,65,2020-03-31 00:00:00 UTC,37,176,111,Logistics,Series D,$69,2020,30.26715,-97.74306
3156,Zenoti,Seattle,USA,North America,17,2020-03-31 00:00:00 UTC,4,425,408,Fitness,Series C,$91,2020,47.60621,-122.33207
3157,DialSource,Sacramento,USA,North America,5,2020-03-31 00:00:00 UTC,14,36,31,Marketing,Series B,$26,2020,38.58157,-121.4944
3164,Thumbtack,San Francisco Bay Area,USA,North America,250,2020-03-30 00:00:00 UTC,30,833,583,Consumer,Series F,$423,2020,37.77493,-122.41942
3165,RigUp,Austin,USA,North America,120,2020-03-30 00:00:00 UTC,25,480,360,Energy,Series D,$423,2020,30.26715,-97.74306
3166,FabHotels,New Delhi,India,Asia,80,2020-03-30 00:00:00 UTC,20,400,320,Travel,Series B,$48,2020,28.65195,77.23149
3167,Hibob,Tel Aviv,Israel,Asia,70,2020-03-30 00:00:00 UTC,30,233,163,HR,Series A,$45,2020,32.08088,34.78057
3168,PeerStreet,Los Angeles,USA,North America,51,2020-03-30 00:00:00 UTC,30,170,119,Finance,Series C,$110,2020,34.05223,-118.24368
3169,Maven,Seattle,USA,North America,31,2020-03-30 00:00:00 UTC,9,344,313,Media,Post-IPO,$77,2020,47.60621,-122.33207
3173,Loftsmart,New York City,USA,North America,25,2020-03-30 00:00:00 UTC,75,33,8,Real Estate,Series A,$18,2020,40.71427,-74.00597
3175,Iris Nova,New York City,USA,North America,9,2020-03-30 00:00:00 UTC,50,18,9,Food,Seed,$15,2020,40.71427,-74.00597
3177,ZipRecruiter,Los Angeles,USA,North America,400,2020-03-29 00:00:00 UTC,39,1026,626,Recruiting,Series B,$219,2020,34.05223,-118.24368
3178,Amplero,Seattle,USA,North America,17,2020-03-29 00:00:00 UTC,100,17,0,Marketing,Series B,$25,2020,47.60621,-122.33207
3180,TravelTriangle,Gurugram,India,Asia,250,2020-03-28 00:00:00 UTC,50,500,250,Travel,Series D,$47,2020,28.4601,77.02635
3183,OneWeb,London,United Kingdom,Europe,451,2020-03-27 00:00:00 UTC,85,531,80,Aerospace,Unknown,3000,2020,51.50853,-0.12574
3184,Bird,Los Angeles,USA,North America,406,2020-03-27 00:00:00 UTC,30,1353,947,Transportation,Series D,$623,2020,34.05223,-118.24368
3185,HOOQ,Singapore,Singapore,Asia,250,2020-03-27 00:00:00 UTC,100,250,0,Consumer,Unknown,$95,2020,1.28967,103.85007
3187,DataRobot,Boston,USA,North America,200,2020-03-27 00:00:00 UTC,16.6666666666667,1200,1000,Data,Series E,$430,2020,42.35843,-71.05977
3189,Blueground,New York City,USA,North America,130,2020-03-27 00:00:00 UTC,25,520,390,Real Estate,Series B,$77,2020,40.71427,-74.00597
3190,Knotel,New York City,USA,North America,127,2020-03-27 00:00:00 UTC,30,423,296,Real Estate,Series C,$560,2020,40.71427,-74.00597
3191,Getaround,San Francisco Bay Area,USA,North America,100,2020-03-27 00:00:00 UTC,25,400,300,Transportation,Series D,$403,2020,37.77493,-122.41942
3192,Zipcar,Boston,USA,North America,100,2020-03-27 00:00:00 UTC,20,500,400,Transportation,Acquired,$107,2020,42.35843,-71.05977
3193,Mogo,Vancouver,Canada,North America,78,2020-03-27 00:00:00 UTC,30,260,182,Finance,Post-IPO,$201,2020,49.24966,-123.11934
3196,Bench,Vancouver,Canada,North America,47,2020-03-27 00:00:00 UTC,10,470,423,Finance,Series B,$49,2020,49.24966,-123.11934
3199,Bevi,Boston,USA,North America,30,2020-03-27 00:00:00 UTC,20,150,120,Food,Series C,$60,2020,42.35843,-71.05977
3200,Textio,Seattle,USA,North America,30,2020-03-27 00:00:00 UTC,20,150,120,Recruiting,Unknown,$41,2020,47.60621,-122.33207
3206,B8ta,San Francisco Bay Area,USA,North America,250,2020-03-26 00:00:00 UTC,50,500,250,Retail,Series C,$88,2020,37.77493,-122.41942
3208,Puppet,Portland,USA,North America,50,2020-03-26 00:00:00 UTC,10,500,450,Infrastructure,Series F,$149,2020,45.52345,-122.67621
3209,Ecobee,Toronto,Canada,North America,47,2020-03-26 00:00:00 UTC,10,470,423,Energy,Series C,$149,2020,43.70643,-79.39864
3211,Peerspace,San Francisco Bay Area,USA,North America,41,2020-03-26 00:00:00 UTC,75,55,14,Real Estate,Series B,$34,2020,37.77493,-122.41942
3212,GoSpotCheck,Denver,USA,North America,23,2020-03-26 00:00:00 UTC,20,115,92,Retail,Series B,$47,2020,39.73915,-104.9847
3213,Consider.co,San Francisco Bay Area,USA,North America,13,2020-03-26 00:00:00 UTC,100,13,0,Other,Seed,$5,2020,37.77493,-122.41942
3215,TripActions,San Francisco Bay Area,USA,North America,300,2020-03-25 00:00:00 UTC,25,1200,900,Travel,Series D,$981,2020,37.44188,-122.14302
3219,WanderJaunt,San Francisco Bay Area,USA,North America,56,2020-03-25 00:00:00 UTC,23,243,187,Travel,Series B,$26,2020,37.77493,-122.41942
3220,OutboundEngine,Austin,USA,North America,52,2020-03-25 00:00:00 UTC,28,186,134,Marketing,Series C,$48,2020,30.26715,-97.74306
3221,Wonderschool,San Francisco Bay Area,USA,North America,50,2020-03-25 00:00:00 UTC,75,67,17,Education,Series A,$24,2020,37.77493,-122.41942
3222,Overtime,New York City,USA,North America,30,2020-03-25 00:00:00 UTC,23,130,100,Media,Series B,$35,2020,40.71427,-74.00597
3223,Jama,Portland,USA,North America,12,2020-03-25 00:00:00 UTC,5,240,228,Product,Unknown,$233,2020,45.52345,-122.67621
3229,Sonder,San Francisco Bay Area,USA,North America,400,2020-03-24 00:00:00 UTC,33,1212,812,Travel,Series D,$359,2020,37.77493,-122.41942
3231,Foodsby,Minneapolis,USA,North America,87,2020-03-24 00:00:00 UTC,67,130,43,Food,Series B,$20,2020,44.97997,-93.26384
3232,Zeus Living,San Francisco Bay Area,USA,North America,80,2020-03-24 00:00:00 UTC,30,267,187,Real Estate,Series B,$79,2020,37.77493,-122.41942
3237,Compass,New York City,USA,North America,375,2020-03-23 00:00:00 UTC,15,2500,2125,Real Estate,Series G,$1600,2020,40.71427,-74.00597
3238,Convene,New York City,USA,North America,150,2020-03-23 00:00:00 UTC,18,833,683,Real Estate,Series D,$280,2020,40.71427,-74.00597
3239,Leafly,Seattle,USA,North America,91,2020-03-23 00:00:00 UTC,50,182,91,Retail,Acquired,$2,2020,47.60621,-122.33207
3240,The Guild,Austin,USA,North America,38,2020-03-23 00:00:00 UTC,22,173,135,Travel,Series B,$36,2020,30.26715,-97.74306
3242,GrayMeta,Los Angeles,USA,North America,20,2020-03-23 00:00:00 UTC,40,50,30,Data,Unknown,$7,2020,34.05223,-118.24368
3243,Triplebyte,San Francisco Bay Area,USA,North America,15,2020-03-23 00:00:00 UTC,17,88,73,Recruiting,Series B,$48,2020,37.77493,-122.41942
3244,Ladder Life,San Francisco Bay Area,USA,North America,13,2020-03-23 00:00:00 UTC,25,52,39,Finance,Series C,$94,2020,37.44188,-122.14302
3248,Flywheel Sports,New York City,USA,North America,784,2020-03-20 00:00:00 UTC,98,800,16,Fitness,Acquired,$120,2020,40.71427,-74.00597
3250,CTO.ai,Vancouver,Canada,North America,30,2020-03-20 00:00:00 UTC,50,60,30,Infrastructure,Seed,$7,2020,49.24966,-123.11934
3256,Remote Year,Chicago,USA,North America,50,2020-03-19 00:00:00 UTC,50,100,50,Travel,Series B,$17,2020,41.85003,-87.65005
3261,Flytedesk,Boulder,USA,North America,4,2020-03-18 00:00:00 UTC,20,20,16,Marketing,Seed,$4,2020,40.01499,-105.27055
3262,Inspirato,Denver,USA,North America,130,2020-03-16 00:00:00 UTC,22,591,461,Travel,Series C,$79,2020,39.73915,-104.9847
3263,Help.com,Austin,USA,North America,16,2020-03-16 00:00:00 UTC,100,16,0,Support,Seed,$6,2020,30.26715,-97.74306
3265,HopSkipDrive,Los Angeles,USA,North America,8,2020-03-13 00:00:00 UTC,10,80,72,Transportation,Unknown,$45,2020,34.05223,-118.24368
3266,Panda Squad,San Francisco Bay Area,USA,North America,6,2020-03-13 00:00:00 UTC,75,8,2,Consumer,Seed,$1,2020,37.77493,-122.41942
3267,Tamara Mellon,Los Angeles,USA,North America,20,2020-03-12 00:00:00 UTC,40,50,30,Retail,Series C,$90,2020,34.05223,-118.24368
3272,Discord,San Francisco Bay Area,USA,North America,170,2024-11-01 00:00:00 UTC,17,1000,830,Consumer,Series H,$995,2024,37.77493,-122.41942
3273,Inmobi,Bengaluru,India,Asia,125,2024-11-01 00:00:00 UTC,5,2500,2375,Marketing,Unknown,$320,2024,12.97194,77.59369
3274,Audible,New York City,USA,North America,100,2024-11-01 00:00:00 UTC,5,2000,1900,Media,Acquired,$14,2024,40.71427,-74.00597
3275,Sisense,New York City,USA,North America,60,2024-11-01 00:00:00 UTC,13,462,402,Data,Series F,$274,2024,40.71427,-74.00597
3277,Google,San Francisco Bay Area,USA,North America,1000,2024-10-01 00:00:00 UTC,0.531914893617021,188000,187000,Consumer,Post-IPO,$26,2024,37.38605,-122.08385
3279,Instagram,San Francisco Bay Area,USA,North America,60,2024-10-01 00:00:00 UTC,13.3333333333333,450,390,Consumer,Acquired,$57,2024,37.45383,-122.18219
3281,Twitch,San Francisco Bay Area,USA,North America,500,2024-09-01 00:00:00 UTC,35,1429,929,Consumer,Acquired,$35,2024,37.77493,-122.41942
3282,Nevro,San Francisco Bay Area,USA,North America,63,2024-09-01 00:00:00 UTC,5,1260,1197,Healthcare,Post-IPO,$556,2024,37.48522,-122.23635
3283,Rent the Runway,New York City,USA,North America,37,2024-09-01 00:00:00 UTC,10,370,333,Retail,Post-IPO,$526,2024,40.71427,-74.00597
3284,Humane,San Francisco Bay Area,USA,North America,10,2024-09-01 00:00:00 UTC,4,250,240,Hardware,Series C,$230,2024,37.77493,-122.41942
3285,Unity,San Francisco Bay Area,USA,North America,1800,2024-08-01 00:00:00 UTC,25,7200,5400,Other,Post-IPO,$1300,2024,37.77493,-122.41942
3286,Pitch,Berlin,Germany,Europe,80,2024-08-01 00:00:00 UTC,67,119,39,Other,Series B,$138,2024,52.52437,13.41053
3287,BenchSci,Toronto,Canada,North America,70,2024-08-01 00:00:00 UTC,17,412,342,Healthcare,Series D,$164,2024,43.70643,-79.39864
3288,NanoString Technology,Seattle,USA,North America,50,2024-08-01 00:00:00 UTC,9,556,506,Healthcare,Post-IPO,$826,2024,47.60621,-122.33207
3289,Trigo,Tel Aviv,Israel,Asia,30,2024-04-01 00:00:00 UTC,15,200,170,Retail,Series C,$199,2024,32.08088,34.78057
